dia,data_iso,dias,quartos,pt_medio,pt_min,pt_max,pt_desvio,es_medio,spread_pt_es,horas_negativas,bd_v,bd_f,bs_v,bs_f,td_v,td_c,td_p,ts_v,ts_c,ts_p
15/11/2019,2019-11-15,1,96,48.39,37.57,60.11,6.64,48.42,-0.03,0,42.8,52.39,40.05,51.83,42.8,51.04,55.76,40.05,51.04,53.72
16/11/2019,2019-11-16,1,96,45.62,38.56,54.54,4.92,45.62,0.0,0,42.0,48.21,43.84,49.96,42.0,46.8,51.74,43.84,49.96,
17/11/2019,2019-11-17,1,96,43.26,36.3,55.15,5.35,43.26,0.0,0,39.16,46.19,43.26,,39.16,44.84,49.58,43.26,,
18/11/2019,2019-11-18,1,96,50.36,35.68,63.05,7.4,50.36,0.0,0,44.61,54.46,41.4,54.04,44.61,53.05,57.97,41.4,53.24,55.98
19/11/2019,2019-11-19,1,96,57.71,43.73,65.64,6.66,57.71,0.0,0,51.89,61.88,49.12,61.25,51.89,61.44,62.97,49.12,60.87,62.17
20/11/2019,2019-11-20,1,96,57.47,45.27,64.92,6.72,57.47,0.0,0,51.68,61.6,50.64,60.28,51.68,61.06,62.95,50.64,59.46,62.25
21/11/2019,2019-11-21,1,96,55.54,41.0,65.35,8.07,55.54,0.0,0,48.04,60.89,45.9,59.5,48.04,60.46,61.98,45.9,58.79,61.2
22/11/2019,2019-11-22,1,96,45.66,35.47,54.0,5.7,45.68,-0.03,0,42.72,47.76,42.51,46.95,42.72,46.91,49.86,42.51,46.07,49.06
23/11/2019,2019-11-23,1,96,37.08,25.16,52.9,8.06,37.08,0.0,0,31.59,41.0,34.83,42.54,31.59,39.23,45.41,34.83,42.54,
24/11/2019,2019-11-24,1,96,40.83,30.0,51.8,6.16,40.83,0.0,0,34.89,45.07,40.83,,34.89,44.0,47.74,40.83,,
25/11/2019,2019-11-25,1,96,46.99,35.38,55.8,6.86,47.16,-0.17,0,40.45,51.67,38.66,50.42,40.45,51.13,53.0,38.66,49.83,51.85
26/11/2019,2019-11-26,1,96,44.07,35.91,50.56,5.05,44.69,-0.63,0,40.08,46.91,39.75,45.84,40.08,46.31,48.42,39.75,45.17,47.47
27/11/2019,2019-11-27,1,96,41.8,30.23,50.18,6.23,41.88,-0.08,0,36.48,45.61,35.36,44.46,36.48,45.18,46.68,35.36,44.01,45.55
28/11/2019,2019-11-28,1,96,40.56,12.56,55.37,11.36,40.56,0.0,0,31.36,47.14,26.16,46.49,31.36,46.21,49.46,26.16,46.11,47.42
29/11/2019,2019-11-29,1,96,47.65,33.14,56.53,7.29,47.65,0.0,0,41.41,52.11,39.04,51.19,41.41,51.69,53.16,39.04,50.89,51.92
30/11/2019,2019-11-30,1,96,41.18,35.39,50.01,4.01,41.18,0.0,0,37.67,43.68,40.27,43.38,37.67,42.76,45.98,40.27,43.38,
01/12/2019,2019-12-01,1,96,43.46,35.86,52.4,5.5,43.46,0.0,0,37.83,47.48,43.46,,37.83,47.06,48.52,43.46,,
02/12/2019,2019-12-02,1,96,44.65,34.46,51.47,5.49,44.67,-0.02,0,39.93,48.02,38.19,47.31,39.93,47.15,50.18,38.19,46.56,49.1
03/12/2019,2019-12-03,1,96,50.66,37.85,62.81,7.62,50.78,-0.11,0,44.55,55.03,40.78,54.73,44.55,54.36,56.7,40.78,54.56,55.16
04/12/2019,2019-12-04,1,96,53.43,45.89,59.0,4.74,53.55,-0.12,0,50.47,55.54,50.54,54.62,50.47,54.77,57.46,50.54,53.68,56.86
05/12/2019,2019-12-05,1,96,47.6,38.72,57.0,4.5,47.71,-0.11,0,44.38,49.91,42.98,49.51,44.38,48.89,52.44,42.98,49.0,50.73
06/12/2019,2019-12-06,1,96,47.69,40.62,54.6,3.78,47.69,0.0,0,45.04,49.58,43.8,49.29,45.04,48.65,51.89,43.8,48.7,50.69
07/12/2019,2019-12-07,1,96,47.14,43.5,51.76,2.42,47.14,0.0,0,45.25,48.49,46.49,48.71,45.25,48.1,49.47,46.49,48.71,
08/12/2019,2019-12-08,1,96,40.64,35.7,48.6,4.13,40.6,0.05,0,37.98,42.54,40.64,,37.98,41.42,45.35,40.64,,
09/12/2019,2019-12-09,1,96,41.65,28.61,52.17,7.52,41.65,0.0,0,35.37,46.13,31.7,45.75,35.37,45.15,48.58,31.7,45.23,46.99
10/12/2019,2019-12-10,1,96,46.48,35.41,55.84,6.34,46.48,0.0,0,41.99,49.68,40.41,48.98,41.99,48.98,51.44,40.41,48.5,50.11
11/12/2019,2019-12-11,1,96,42.91,34.82,50.61,5.32,43.28,-0.37,0,39.57,45.3,38.78,44.62,39.57,43.84,48.95,38.78,43.39,47.55
12/12/2019,2019-12-12,1,96,37.91,21.01,44.59,6.01,37.91,0.0,0,33.06,41.38,33.5,39.73,33.06,40.94,42.47,33.5,39.08,41.3
13/12/2019,2019-12-13,1,96,27.41,6.25,38.01,9.83,27.41,0.0,0,18.8,33.56,14.11,32.89,18.8,32.47,36.29,14.11,32.18,34.57
14/12/2019,2019-12-14,1,96,28.01,19.64,36.99,4.19,28.01,0.0,0,24.61,30.43,27.05,30.33,24.61,29.58,32.54,27.05,30.33,
15/12/2019,2019-12-15,1,96,26.62,5.41,44.59,13.0,26.62,0.0,0,15.92,34.26,26.62,,15.92,32.7,38.16,26.62,,
16/12/2019,2019-12-16,1,96,39.41,29.19,44.59,5.16,39.98,-0.58,0,34.83,42.68,33.91,41.67,34.83,42.22,43.84,33.91,40.93,43.46
17/12/2019,2019-12-17,1,96,42.79,29.19,56.27,7.77,43.07,-0.28,0,35.37,48.09,33.23,46.73,35.37,47.25,50.18,33.23,45.93,48.65
18/12/2019,2019-12-18,1,96,36.87,15.0,45.35,7.64,37.73,-0.86,0,30.28,41.58,30.94,39.31,30.28,40.72,43.7,30.94,38.0,42.45
19/12/2019,2019-12-19,1,96,21.39,2.27,35.67,11.5,22.28,-0.89,0,9.33,30.0,7.64,27.05,9.33,28.65,33.38,7.64,24.9,32.19
20/12/2019,2019-12-20,1,96,17.34,1.76,32.51,10.55,17.34,0.0,0,6.31,25.21,3.39,23.08,6.31,23.98,28.28,3.39,21.42,27.04
21/12/2019,2019-12-21,1,96,2.0,0.01,5.26,1.26,2.46,-0.46,0,1.02,2.7,1.58,3.02,1.02,2.38,3.49,1.58,3.02,
22/12/2019,2019-12-22,1,96,1.86,0.01,6.6,2.04,2.13,-0.26,0,0.91,2.55,1.86,,0.91,2.27,3.25,1.86,,
23/12/2019,2019-12-23,1,96,23.49,1.0,40.93,13.98,23.49,0.0,0,8.81,33.97,5.15,31.04,8.81,33.28,35.69,5.15,29.71,34.22
24/12/2019,2019-12-24,1,96,21.18,0.03,36.51,11.98,21.18,0.0,0,9.21,29.73,4.62,28.0,9.21,28.83,31.96,4.62,27.25,29.79
25/12/2019,2019-12-25,1,96,14.22,4.0,31.0,8.45,14.22,0.0,0,9.19,17.82,6.46,17.42,9.19,15.76,22.98,6.46,15.76,21.42
26/12/2019,2019-12-26,1,96,26.06,3.92,42.64,11.66,26.06,0.0,0,15.28,33.76,9.89,32.71,15.28,32.72,36.34,9.89,31.92,34.61
27/12/2019,2019-12-27,1,96,32.83,16.6,44.88,7.84,32.83,0.0,0,25.39,38.15,22.2,37.21,25.39,37.47,39.87,22.2,36.51,38.91
28/12/2019,2019-12-28,1,96,31.11,20.72,43.75,6.58,31.11,0.0,0,25.22,35.32,29.29,35.53,25.22,34.16,38.21,29.29,35.53,
29/12/2019,2019-12-29,1,96,31.9,20.97,43.5,6.74,31.9,0.0,0,26.35,35.86,31.9,,26.35,34.92,38.21,31.9,,
30/12/2019,2019-12-30,1,96,36.91,21.47,47.82,8.44,36.91,0.0,0,30.09,41.79,25.88,41.45,30.09,40.36,45.36,25.88,40.44,43.88
31/12/2019,2019-12-31,1,96,38.46,28.59,47.73,5.21,38.46,0.0,0,34.17,41.52,31.75,41.22,34.17,41.08,42.62,31.75,41.34,40.92
01/01/2020,2020-01-01,1,96,35.27,30.0,46.16,5.65,35.27,0.0,0,33.22,36.73,32.66,36.34,33.22,35.58,39.6,32.66,35.72,37.83
02/01/2020,2020-01-02,1,96,39.86,28.42,46.72,6.6,39.86,0.0,0,33.5,44.4,32.1,43.05,33.5,44.26,44.73,32.1,42.51,44.36
03/01/2020,2020-01-03,1,96,39.75,29.74,47.23,6.2,39.75,0.0,0,33.85,43.97,31.15,43.3,33.85,43.0,46.41,31.15,42.28,45.74
04/01/2020,2020-01-04,1,96,35.5,29.84,44.44,5.17,35.47,0.03,0,31.75,38.18,34.0,39.14,31.75,36.62,42.07,34.0,39.14,
05/01/2020,2020-01-05,1,96,38.79,29.88,53.29,7.68,38.79,0.0,0,34.09,42.15,38.79,,34.09,40.54,46.17,38.79,,
06/01/2020,2020-01-06,1,96,41.93,31.5,49.01,5.45,41.93,0.0,0,37.76,44.9,35.28,44.66,37.76,44.24,46.56,35.28,44.42,45.25
07/01/2020,2020-01-07,1,96,46.53,33.01,54.87,6.8,47.01,-0.48,0,40.48,50.85,38.45,49.85,40.48,50.22,52.41,38.45,49.02,51.85
08/01/2020,2020-01-08,1,96,46.91,33.07,55.92,6.91,47.0,-0.08,0,40.67,51.37,37.9,50.62,40.67,50.49,53.58,37.9,49.83,52.54
09/01/2020,2020-01-09,1,96,43.71,33.88,53.31,6.81,43.69,0.02,0,38.41,47.49,37.23,46.38,38.41,45.87,51.54,37.23,44.91,49.88
10/01/2020,2020-01-10,1,96,40.9,27.65,50.85,7.54,40.94,-0.04,0,35.39,44.84,32.05,44.54,35.39,43.26,48.8,32.05,43.5,47.04
11/01/2020,2020-01-11,1,96,41.89,34.13,56.26,7.6,41.89,0.0,0,37.29,45.18,39.63,47.39,37.29,43.03,50.55,39.63,47.39,
12/01/2020,2020-01-12,1,96,42.63,37.03,55.98,6.69,42.63,0.0,0,41.12,43.7,42.63,,41.12,41.74,48.6,42.63,,
13/01/2020,2020-01-13,1,96,45.7,31.86,52.93,5.44,45.7,0.0,0,43.58,47.22,45.27,45.88,43.58,46.2,49.77,45.27,44.62,48.92
14/01/2020,2020-01-14,1,96,38.63,29.53,46.75,6.51,38.63,0.0,0,32.83,42.77,31.61,41.52,32.83,41.44,46.1,31.61,40.01,45.15
15/01/2020,2020-01-15,1,96,38.56,16.67,52.8,10.2,38.56,0.0,0,29.2,45.24,25.32,44.01,29.2,43.76,48.96,25.32,42.59,47.42
16/01/2020,2020-01-16,1,96,37.77,29.72,44.1,5.35,38.43,-0.66,0,33.99,40.48,33.36,39.59,33.99,39.33,43.33,33.36,38.35,42.59
17/01/2020,2020-01-17,1,96,39.99,25.71,51.75,7.79,39.99,0.0,0,34.02,44.25,29.62,44.25,34.02,42.78,47.92,29.62,43.29,46.57
18/01/2020,2020-01-18,1,96,37.81,32.05,43.04,2.91,37.81,0.0,0,35.98,39.12,37.22,39.23,35.98,38.67,40.24,37.22,39.23,
19/01/2020,2020-01-19,1,96,29.56,25.8,37.43,2.88,29.56,0.0,0,28.13,30.59,29.56,,28.13,29.33,33.75,29.56,,
20/01/2020,2020-01-20,1,96,35.11,14.0,44.48,9.38,35.89,-0.77,0,26.86,41.01,22.6,40.26,26.86,40.31,42.77,22.6,39.51,42.07
21/01/2020,2020-01-21,1,96,38.99,28.28,46.47,5.8,39.35,-0.37,0,33.59,42.84,31.05,42.25,33.59,42.17,44.54,31.05,41.55,43.95
22/01/2020,2020-01-22,1,96,46.49,33.7,55.53,6.76,47.91,-1.42,0,41.15,50.31,37.83,50.06,41.15,49.8,51.57,37.83,49.94,50.35
23/01/2020,2020-01-23,1,96,52.86,44.94,57.08,4.1,53.81,-0.94,0,49.34,55.38,48.45,54.68,49.34,54.78,56.88,48.45,53.9,56.55
24/01/2020,2020-01-24,1,96,52.99,42.04,60.11,5.58,53.77,-0.78,0,48.27,56.36,45.99,55.87,48.27,55.69,58.04,45.99,55.12,57.65
25/01/2020,2020-01-25,1,96,48.01,41.96,53.7,3.15,48.01,0.0,0,45.85,49.56,46.77,51.02,45.85,48.74,51.59,46.77,51.02,
26/01/2020,2020-01-26,1,96,39.48,33.43,46.03,3.93,39.48,0.0,0,38.54,40.15,39.48,,38.54,38.83,43.44,39.48,,
27/01/2020,2020-01-27,1,96,39.03,27.79,47.12,5.59,39.03,0.0,0,34.4,42.33,33.93,41.13,34.4,41.54,44.31,33.93,40.27,43.19
28/01/2020,2020-01-28,1,96,39.08,24.99,51.0,7.8,39.08,0.0,0,33.24,43.25,28.86,43.28,33.24,41.83,46.79,28.86,42.31,45.61
29/01/2020,2020-01-29,1,96,39.34,29.99,46.47,5.48,39.34,0.0,0,34.62,42.7,33.01,41.94,34.62,41.9,44.72,33.01,41.09,43.99
30/01/2020,2020-01-30,1,96,38.08,25.9,45.29,6.49,38.08,0.0,0,33.2,41.56,30.63,41.14,33.2,40.63,43.89,30.63,40.24,43.32
31/01/2020,2020-01-31,1,96,36.86,26.03,43.2,5.73,36.86,0.0,0,31.69,40.55,30.95,39.29,31.69,39.97,42.0,30.95,38.42,41.38
01/02/2020,2020-02-01,1,96,29.41,18.69,40.1,6.18,29.41,0.0,0,24.56,32.88,27.09,35.06,24.56,31.23,36.99,27.09,35.06,
02/02/2020,2020-02-02,1,96,29.95,20.45,45.19,7.58,28.22,1.73,0,26.27,32.57,29.95,,26.27,30.3,38.26,29.95,,
03/02/2020,2020-02-03,1,96,40.74,26.49,50.77,7.09,40.74,0.0,0,35.11,44.76,31.76,44.43,35.11,43.54,47.79,31.76,43.44,46.8
04/02/2020,2020-02-04,1,96,37.24,27.1,43.5,5.13,37.24,0.0,0,34.39,39.28,34.26,38.47,34.39,38.07,42.3,34.26,37.12,41.72
05/02/2020,2020-02-05,1,96,37.08,23.63,45.66,6.99,37.15,-0.07,0,31.79,40.86,28.66,40.55,31.79,39.83,43.45,28.66,40.02,41.82
06/02/2020,2020-02-06,1,96,38.88,26.0,47.21,6.54,38.9,-0.01,0,34.22,42.22,30.79,42.21,34.22,41.23,44.67,30.79,41.78,43.26
07/02/2020,2020-02-07,1,96,39.87,30.55,48.11,4.57,39.87,0.0,0,37.88,41.29,35.83,41.53,37.88,40.45,43.38,35.83,41.08,42.61
08/02/2020,2020-02-08,1,96,38.74,32.75,43.28,3.07,38.74,0.0,0,35.93,40.75,37.6,41.51,35.93,40.06,42.46,37.6,41.51,
09/02/2020,2020-02-09,1,96,30.07,25.23,37.05,2.72,29.83,0.25,0,29.11,30.77,30.07,,29.11,29.41,34.15,30.07,,
10/02/2020,2020-02-10,1,96,32.46,16.01,48.05,8.24,32.36,0.1,0,27.7,35.86,23.73,36.05,27.7,33.53,41.69,23.73,34.47,39.86
11/02/2020,2020-02-11,1,96,42.14,37.0,49.15,3.0,42.14,0.0,0,40.48,43.32,39.37,43.28,40.48,42.19,46.16,39.37,42.48,45.2
12/02/2020,2020-02-12,1,96,43.86,33.97,48.05,2.84,43.86,0.0,0,42.21,45.03,43.1,44.17,42.21,44.51,46.32,43.1,43.41,45.98
13/02/2020,2020-02-13,1,96,38.48,30.65,46.46,4.39,38.48,0.0,0,35.4,40.68,33.52,40.52,35.4,39.42,43.84,33.52,39.54,42.87
14/02/2020,2020-02-14,1,96,41.8,37.23,47.43,2.82,41.8,0.0,0,41.49,42.01,40.7,42.25,41.49,40.74,45.21,40.7,41.61,43.78
15/02/2020,2020-02-15,1,96,34.87,28.0,39.55,3.73,34.62,0.26,0,35.1,34.71,34.49,35.81,35.1,33.14,38.64,34.49,35.81,
16/02/2020,2020-02-16,1,96,26.02,17.51,37.69,6.03,24.63,1.39,0,25.68,26.27,26.02,,25.68,23.72,32.64,26.02,,
17/02/2020,2020-02-17,1,96,36.04,27.0,43.4,4.93,36.06,-0.03,0,32.69,38.43,30.5,38.31,32.69,37.31,41.23,30.5,37.44,40.4
18/02/2020,2020-02-18,1,96,38.54,31.69,43.5,3.66,38.54,0.0,0,35.49,40.71,33.47,40.62,35.49,40.25,41.87,33.47,40.38,41.2
19/02/2020,2020-02-19,1,96,42.82,37.58,50.33,3.01,42.82,0.0,0,40.79,44.26,39.75,44.08,40.79,43.3,46.66,39.75,43.38,45.74
20/02/2020,2020-02-20,1,96,42.12,33.18,47.66,3.18,42.12,0.0,0,39.61,43.91,39.56,43.17,39.61,43.24,45.58,39.56,42.55,44.66
21/02/2020,2020-02-21,1,96,39.66,29.95,50.24,5.79,39.66,0.0,0,35.45,42.66,32.74,42.5,35.45,41.21,46.28,32.74,41.5,44.92
22/02/2020,2020-02-22,1,96,39.56,36.85,46.5,2.58,39.56,0.0,0,38.78,40.11,38.71,41.6,38.78,38.85,43.24,38.71,41.6,
23/02/2020,2020-02-23,1,96,36.68,30.15,48.38,5.76,36.65,0.04,0,36.97,36.48,36.68,,36.97,34.5,41.42,36.68,,
24/02/2020,2020-02-24,1,96,41.24,33.13,47.2,3.33,41.24,0.0,0,40.25,41.95,41.03,41.33,40.25,40.97,44.39,41.03,40.4,43.56
25/02/2020,2020-02-25,1,96,32.55,25.97,41.82,4.53,32.55,0.0,0,30.15,34.27,29.13,33.96,30.15,32.66,38.3,29.13,32.5,37.47
26/02/2020,2020-02-26,1,96,32.16,24.48,42.17,5.37,32.16,0.0,0,29.39,34.14,27.22,34.2,29.39,32.28,38.79,27.22,32.91,37.28
27/02/2020,2020-02-27,1,96,31.79,24.5,41.23,4.25,30.53,1.26,0,30.6,32.64,28.95,32.96,30.6,30.94,36.89,28.95,32.18,34.82
28/02/2020,2020-02-28,1,96,33.5,20.01,43.88,4.82,33.5,0.0,0,32.25,34.39,33.16,33.64,32.25,33.73,36.04,33.16,32.71,35.88
29/02/2020,2020-02-29,1,96,16.47,9.04,24.03,3.91,16.47,0.0,0,13.81,18.37,15.32,19.26,13.81,17.48,20.58,15.32,19.26,
01/03/2020,2020-03-01,1,96,14.34,5.64,28.0,6.09,14.34,0.0,0,11.63,16.28,14.34,,11.63,14.4,21.0,14.34,,
02/03/2020,2020-03-02,1,96,22.12,9.25,37.75,7.93,22.12,0.0,0,17.44,25.46,13.65,25.6,17.44,22.96,31.7,13.65,23.87,29.76
03/03/2020,2020-03-03,1,96,26.34,18.96,40.2,5.35,26.34,0.0,0,23.89,28.09,21.97,28.14,23.89,25.88,33.62,21.97,26.53,32.02
04/03/2020,2020-03-04,1,96,32.51,23.57,43.58,5.22,32.51,0.0,0,28.45,35.41,26.96,34.79,28.45,33.81,39.39,26.96,33.46,37.97
05/03/2020,2020-03-05,1,96,24.9,21.41,30.24,2.72,24.9,0.0,0,23.79,25.68,23.2,25.59,23.79,24.57,28.47,23.2,24.78,27.55
06/03/2020,2020-03-06,1,96,22.16,12.61,35.46,6.08,21.74,0.42,0,21.62,22.54,18.97,23.47,21.62,20.25,28.28,18.97,22.41,26.01
07/03/2020,2020-03-07,1,96,27.83,24.0,37.61,3.98,27.83,0.0,0,26.15,29.04,26.79,30.36,26.15,27.53,32.8,26.79,30.36,
08/03/2020,2020-03-08,1,96,27.23,24.32,34.86,3.41,26.64,0.59,0,26.31,27.89,27.23,,26.31,26.75,30.74,27.23,,
09/03/2020,2020-03-09,1,96,32.64,24.47,40.5,4.84,32.64,0.0,0,28.84,35.35,26.88,35.01,28.84,34.37,37.8,26.88,34.31,36.69
10/03/2020,2020-03-10,1,96,35.15,27.21,44.5,4.65,34.92,0.24,0,31.49,37.77,29.05,37.67,31.49,36.8,40.21,29.05,36.87,39.57
11/03/2020,2020-03-11,1,96,38.69,36.19,48.28,2.86,38.69,0.0,0,38.07,39.13,37.67,39.11,38.07,37.74,42.61,37.67,38.01,41.76
12/03/2020,2020-03-12,1,96,38.26,26.3,41.58,2.86,38.26,0.0,0,37.26,38.97,38.34,38.23,37.26,38.62,39.84,38.34,37.66,39.6
13/03/2020,2020-03-13,1,96,35.07,25.0,42.5,5.03,34.45,0.63,0,30.59,38.28,27.94,38.01,30.59,37.61,39.94,27.94,37.51,39.22
14/03/2020,2020-03-14,1,96,35.61,30.07,40.67,2.63,35.61,0.0,0,35.73,35.52,34.91,37.29,35.73,34.53,37.98,34.91,37.29,
15/03/2020,2020-03-15,1,96,26.26,14.0,35.01,5.2,26.19,0.08,0,27.94,25.07,26.26,,27.94,22.88,30.53,26.26,,
16/03/2020,2020-03-16,1,96,27.07,19.92,37.03,4.98,27.07,0.0,0,24.79,28.7,22.97,28.76,24.79,27.31,32.2,22.97,27.97,30.68
17/03/2020,2020-03-17,1,96,28.71,21.8,39.43,5.33,28.71,0.0,0,26.16,30.52,23.7,30.77,26.16,28.75,34.97,23.7,29.87,32.92
18/03/2020,2020-03-18,1,96,30.62,23.69,40.38,4.76,30.62,0.0,0,26.74,33.4,24.89,32.98,26.74,32.14,36.53,24.89,32.04,35.26
19/03/2020,2020-03-19,1,96,30.38,28.12,36.42,2.09,30.38,0.0,0,29.45,31.04,29.37,30.8,29.45,30.31,32.87,29.37,30.1,32.46
20/03/2020,2020-03-20,1,96,27.97,24.09,35.03,3.01,27.97,0.0,0,24.97,30.12,24.28,29.49,24.97,29.56,31.5,24.28,28.6,31.63
21/03/2020,2020-03-21,1,96,27.76,22.54,34.83,2.72,27.76,0.0,0,25.87,29.11,26.69,30.37,25.87,28.41,30.86,26.69,30.37,
22/03/2020,2020-03-22,1,96,27.61,23.5,32.57,2.15,27.61,0.0,0,27.03,28.03,27.61,,27.03,27.2,30.1,27.61,,
23/03/2020,2020-03-23,1,96,28.76,23.4,33.99,3.18,28.76,0.0,0,26.4,30.45,26.58,29.66,26.4,29.63,32.51,26.58,28.63,32.14
24/03/2020,2020-03-24,1,96,27.81,20.74,34.06,4.2,27.81,0.0,0,24.55,30.14,22.16,30.13,24.55,29.37,32.04,22.16,29.5,31.64
25/03/2020,2020-03-25,1,96,31.39,28.01,34.48,1.55,31.39,0.0,0,31.19,31.53,31.69,31.27,31.19,30.97,32.94,31.69,30.71,32.59
26/03/2020,2020-03-26,1,96,22.78,19.4,32.46,4.31,22.59,0.19,0,22.45,23.02,21.21,23.43,22.45,21.48,26.86,21.21,22.67,25.24
27/03/2020,2020-03-27,1,96,25.34,18.25,30.75,3.9,25.34,0.0,0,22.73,27.2,20.93,27.15,22.73,27.02,27.65,20.93,26.82,27.94
28/03/2020,2020-03-28,1,96,27.87,24.0,31.48,2.23,27.87,0.0,0,25.98,29.22,27.12,29.68,25.98,29.1,29.51,27.12,29.68,
29/03/2020,2020-03-29,1,92,20.43,18.5,26.1,2.06,18.93,1.5,0,20.51,20.38,20.43,,20.51,19.73,21.99,20.43,,
30/03/2020,2020-03-30,1,96,19.0,13.0,28.98,4.8,19.0,0.0,0,15.88,21.22,14.59,20.81,15.88,20.32,23.46,14.59,20.72,21.25
31/03/2020,2020-03-31,1,96,20.82,10.7,30.01,5.8,20.82,0.0,0,15.69,24.49,12.94,24.07,15.69,23.96,25.81,12.94,24.41,22.47
01/04/2020,2020-04-01,1,96,26.3,19.25,31.01,3.63,26.3,0.0,0,23.34,28.41,21.69,28.19,23.34,28.07,29.26,21.69,28.07,28.77
02/04/2020,2020-04-02,1,96,23.79,17.07,28.1,2.89,23.79,0.0,0,23.58,23.93,23.1,24.07,23.58,23.12,25.96,23.1,23.95,24.66
03/04/2020,2020-04-03,1,96,24.1,18.15,30.11,3.35,23.86,0.23,0,22.72,25.08,21.09,25.33,22.72,24.57,26.36,21.09,25.71,23.58
04/04/2020,2020-04-04,1,96,15.55,8.51,22.99,4.55,15.55,0.0,0,18.55,13.4,16.16,14.07,18.55,12.85,14.78,16.16,14.07,
05/04/2020,2020-04-05,1,96,8.75,1.95,22.65,6.59,8.75,0.0,0,8.14,9.18,8.75,,8.14,8.52,10.82,8.75,,
06/04/2020,2020-04-06,1,96,24.88,15.0,30.19,4.64,24.88,0.0,0,20.7,27.87,18.76,27.41,20.7,27.47,28.88,18.76,27.23,28.21
07/04/2020,2020-04-07,1,96,22.67,16.25,28.51,2.48,22.5,0.17,0,22.86,22.54,22.19,22.87,22.86,21.96,23.98,22.19,22.83,23.04
08/04/2020,2020-04-08,1,96,23.52,20.0,30.0,2.28,23.52,0.0,0,22.46,24.28,21.86,24.2,22.46,23.89,25.25,21.86,24.4,23.3
09/04/2020,2020-04-09,1,96,22.2,15.59,27.99,2.95,22.2,0.0,0,20.34,23.54,19.6,23.28,20.34,22.81,25.36,19.6,23.12,23.99
10/04/2020,2020-04-10,1,96,19.88,14.99,27.69,3.83,19.29,0.6,0,18.37,20.96,16.89,21.12,18.37,19.42,24.82,16.89,20.89,22.19
11/04/2020,2020-04-11,1,96,21.99,17.99,29.0,3.48,21.99,0.0,0,20.14,23.31,20.38,25.88,20.14,22.1,26.33,20.38,25.88,
12/04/2020,2020-04-12,1,96,17.65,13.5,28.03,4.03,17.65,0.0,0,17.71,17.61,17.65,,17.71,16.67,19.96,17.65,,
13/04/2020,2020-04-13,1,96,22.52,16.01,29.51,4.07,22.52,0.0,0,20.0,24.32,17.89,24.42,20.0,23.31,26.83,17.89,24.14,25.74
14/04/2020,2020-04-14,1,96,21.67,16.0,26.9,3.49,21.67,0.0,0,20.53,22.49,20.51,22.15,20.53,21.25,25.6,20.51,21.49,25.26
15/04/2020,2020-04-15,1,96,18.47,14.0,25.5,3.21,16.37,2.09,0,15.48,20.6,15.08,19.86,15.48,20.23,21.53,15.08,20.01,19.17
16/04/2020,2020-04-16,1,96,12.78,7.96,19.5,2.72,12.78,0.0,0,11.63,13.61,10.12,13.88,11.63,12.99,15.15,10.12,14.0,13.3
17/04/2020,2020-04-17,1,96,14.83,9.55,24.67,4.03,14.83,0.0,0,13.46,15.8,11.37,16.25,13.46,14.75,18.43,11.37,16.4,15.54
18/04/2020,2020-04-18,1,96,21.46,16.51,26.01,2.71,21.05,0.41,0,19.78,22.66,20.84,22.97,19.78,22.32,23.49,20.84,22.97,
19/04/2020,2020-04-19,1,96,12.86,5.33,15.01,2.79,12.86,0.0,0,13.42,12.47,12.86,,13.42,11.76,14.25,12.86,,
20/04/2020,2020-04-20,1,96,11.29,3.97,18.33,4.14,11.29,0.0,0,8.51,13.28,6.52,13.26,8.51,12.82,14.43,6.52,13.57,11.78
21/04/2020,2020-04-21,1,96,9.01,4.64,11.43,1.97,9.01,0.0,0,8.77,9.18,8.84,9.08,8.77,8.69,10.4,8.84,8.89,9.95
22/04/2020,2020-04-22,1,96,10.63,3.5,22.19,5.87,10.63,0.0,0,8.96,11.82,5.55,12.72,8.96,11.4,12.89,5.55,13.94,7.06
23/04/2020,2020-04-23,1,96,17.91,12.69,23.94,3.29,17.91,0.0,0,17.04,18.53,15.09,19.07,17.04,18.2,19.36,15.09,19.43,17.38
24/04/2020,2020-04-24,1,96,18.5,10.0,23.08,3.43,18.5,0.0,0,19.21,18.0,19.18,18.22,19.21,17.73,18.68,19.18,18.32,17.78
25/04/2020,2020-04-25,1,96,17.63,14.01,22.7,2.87,17.63,0.0,0,16.06,18.76,16.4,20.63,16.06,17.8,21.17,16.4,20.63,
26/04/2020,2020-04-26,1,96,15.41,11.92,25.15,4.13,15.41,0.0,0,14.73,15.9,15.41,,14.73,15.04,18.06,15.41,,
27/04/2020,2020-04-27,1,96,20.03,13.64,24.1,2.31,20.03,0.0,0,19.02,20.74,17.95,20.88,19.02,20.32,21.79,17.95,20.9,20.82
28/04/2020,2020-04-28,1,96,18.33,12.21,24.56,3.83,18.33,0.0,0,16.4,19.71,15.36,19.56,16.4,18.54,22.65,15.36,19.06,21.91
29/04/2020,2020-04-29,1,96,10.46,5.69,15.0,2.5,10.46,0.0,0,11.24,9.91,11.05,10.22,11.24,9.32,11.37,11.05,10.17,10.44
30/04/2020,2020-04-30,1,96,7.31,5.3,12.04,2.06,7.31,0.0,0,7.06,7.5,6.34,7.72,7.06,6.9,8.98,6.34,7.71,7.72
