dia,data_iso,dias,quartos,pt_medio,pt_min,pt_max,pt_desvio,es_medio,spread_pt_es,horas_negativas,bd_v,bd_f,bs_v,bs_f,td_v,td_c,td_p,ts_v,ts_c,ts_p
17/06/2010,2010-06-17,1,96,39.75,17.07,50.98,10.12,37.51,2.24,0,30.74,46.19,26.67,45.14,30.74,45.76,47.27,26.67,44.76,46.92
18/06/2010,2010-06-18,1,96,41.61,35.8,49.45,3.6,38.54,3.06,0,39.62,43.03,38.95,42.7,39.62,42.83,43.52,38.95,41.62,47.76
19/06/2010,2010-06-19,1,96,35.67,27.63,44.09,4.3,35.67,0.0,0,33.8,37.0,34.18,39.28,33.8,36.12,39.22,34.18,39.28,
20/06/2010,2010-06-20,1,96,23.38,10.0,49.0,10.05,23.38,0.0,0,22.1,24.29,23.38,,22.1,21.7,30.79,23.38,,
21/06/2010,2010-06-21,1,96,37.66,15.52,44.5,8.91,36.81,0.85,0,30.01,43.13,25.94,42.49,30.01,43.02,43.39,25.94,42.15,44.07
22/06/2010,2010-06-22,1,96,41.22,29.02,50.69,5.71,39.76,1.47,0,35.82,45.08,34.04,44.18,35.82,44.73,45.97,34.04,43.66,46.6
23/06/2010,2010-06-23,1,96,41.73,30.48,51.0,5.9,40.73,1.0,0,37.18,44.99,35.36,44.36,37.18,44.57,46.03,35.36,43.19,49.79
24/06/2010,2010-06-24,1,96,42.09,35.56,47.69,3.54,38.47,3.61,0,39.02,44.28,37.81,43.85,39.02,43.9,45.22,37.81,43.32,46.32
25/06/2010,2010-06-25,1,96,43.23,35.87,52.16,3.64,42.32,0.92,0,40.73,45.02,39.48,44.78,40.73,44.64,45.97,39.48,43.93,48.75
26/06/2010,2010-06-26,1,96,40.73,36.47,44.87,1.89,40.73,0.0,0,39.6,41.55,40.26,41.89,39.6,41.44,41.81,40.26,41.89,
27/06/2010,2010-06-27,1,96,39.32,31.19,51.25,4.13,39.26,0.06,0,37.14,40.88,39.32,,37.14,40.39,42.08,39.32,,
28/06/2010,2010-06-28,1,96,39.43,29.5,44.41,4.46,39.38,0.06,0,35.43,42.29,33.81,41.75,35.43,42.12,42.71,33.81,41.31,43.77
29/06/2010,2010-06-29,1,96,41.35,33.34,50.08,5.05,37.82,3.54,0,37.37,44.2,36.4,43.4,37.37,43.63,45.63,36.4,42.47,47.72
30/06/2010,2010-06-30,1,96,43.28,39.0,52.36,2.94,41.47,1.8,0,41.23,44.74,40.29,44.5,41.23,43.94,46.73,40.29,43.64,48.55
01/07/2010,2010-07-01,1,96,42.85,39.5,46.16,2.17,41.44,1.42,0,41.47,43.84,40.9,43.66,41.47,43.68,44.22,40.9,43.16,45.96
02/07/2010,2010-07-02,1,96,42.91,39.4,46.1,2.29,41.29,1.62,0,41.6,43.84,40.72,43.81,41.6,43.81,43.91,40.72,43.4,45.73
03/07/2010,2010-07-03,1,96,41.36,34.63,44.69,2.83,41.31,0.05,0,39.38,42.78,40.48,43.52,39.38,42.73,42.92,40.48,43.52,
04/07/2010,2010-07-04,1,96,39.67,30.54,48.52,4.19,39.42,0.25,0,37.26,41.38,39.67,,37.26,41.21,41.83,39.67,,
05/07/2010,2010-07-05,1,96,42.94,35.9,47.05,3.06,41.28,1.66,0,41.03,44.31,40.6,43.91,41.03,44.48,43.88,40.6,43.6,45.34
06/07/2010,2010-07-06,1,96,41.99,33.28,47.51,4.39,39.19,2.8,0,38.16,44.73,36.86,44.1,38.16,44.75,44.66,36.86,43.89,45.13
07/07/2010,2010-07-07,1,96,47.74,40.38,64.99,5.39,41.37,6.37,0,43.89,50.48,44.07,49.25,43.89,49.26,53.52,44.07,47.84,55.79
08/07/2010,2010-07-08,1,96,45.48,41.5,51.25,2.44,41.8,3.67,0,43.36,46.99,42.94,46.53,43.36,46.69,47.76,42.94,45.93,49.31
09/07/2010,2010-07-09,1,96,46.56,43.47,52.6,2.82,44.46,2.09,0,44.8,47.81,44.77,47.29,44.8,47.32,49.02,44.77,46.35,51.68
10/07/2010,2010-07-10,1,96,43.62,38.09,46.92,2.58,43.56,0.06,0,41.75,44.96,42.68,45.91,41.75,44.6,45.83,42.68,45.91,
11/07/2010,2010-07-11,1,96,42.67,35.9,51.02,3.42,42.4,0.28,0,40.98,43.88,42.67,,40.98,43.32,45.3,42.67,,
12/07/2010,2010-07-12,1,96,45.63,40.1,53.12,3.32,43.65,1.98,0,43.44,47.2,42.88,46.76,43.44,47.07,47.53,42.88,45.89,50.86
13/07/2010,2010-07-13,1,96,44.66,38.34,51.23,3.37,43.07,1.58,0,41.99,46.56,41.16,46.1,41.99,46.67,46.29,41.16,45.48,49.0
14/07/2010,2010-07-14,1,96,42.31,35.83,47.59,3.53,41.23,1.08,0,39.18,44.55,38.0,44.09,39.18,44.19,45.43,38.0,43.43,47.16
15/07/2010,2010-07-15,1,96,45.08,35.9,58.55,5.73,44.8,0.28,0,40.14,48.61,38.45,47.81,40.14,47.59,51.16,38.45,46.55,53.71
16/07/2010,2010-07-16,1,96,44.67,34.33,54.12,5.22,44.65,0.02,0,40.59,47.58,38.57,47.18,40.59,46.97,49.11,38.57,46.15,52.0
17/07/2010,2010-07-17,1,96,43.82,35.51,48.42,3.61,43.82,0.0,0,41.0,45.83,42.69,46.56,41.0,45.47,46.74,42.69,46.56,
18/07/2010,2010-07-18,1,96,43.11,32.01,49.12,5.32,43.71,-0.6,0,38.81,46.18,43.11,,38.81,45.7,47.38,43.11,,
19/07/2010,2010-07-19,1,96,46.33,36.85,59.65,5.46,46.24,0.09,0,41.46,49.81,40.32,48.8,41.46,49.03,51.76,40.32,47.57,54.57
20/07/2010,2010-07-20,1,96,45.28,36.05,53.56,4.92,45.28,0.0,0,40.96,48.36,39.43,47.69,40.96,47.79,49.78,39.43,46.65,52.53
21/07/2010,2010-07-21,1,96,46.53,35.65,59.65,5.86,46.53,0.0,0,41.28,50.28,39.45,49.45,41.28,49.31,52.69,39.45,48.18,55.37
22/07/2010,2010-07-22,1,96,44.86,35.05,53.89,4.85,44.86,0.0,0,40.77,47.78,38.99,47.27,40.77,47.33,48.89,38.99,46.35,51.57
23/07/2010,2010-07-23,1,96,43.59,32.92,49.59,5.43,42.24,1.35,0,38.67,47.1,36.53,46.5,38.67,47.14,47.0,36.53,46.0,48.79
24/07/2010,2010-07-24,1,96,42.08,34.07,48.35,4.26,42.08,0.0,0,38.77,44.44,40.87,45.0,38.77,44.32,44.74,40.87,45.0,
25/07/2010,2010-07-25,1,96,40.45,31.82,50.3,4.23,40.45,0.0,0,39.55,41.09,40.45,,39.55,40.58,42.37,40.45,,
26/07/2010,2010-07-26,1,96,42.49,31.82,49.01,4.63,40.52,1.97,0,38.13,45.6,36.71,44.87,38.13,45.35,46.24,36.71,44.44,46.85
27/07/2010,2010-07-27,1,96,42.86,26.5,50.04,6.98,42.32,0.54,0,36.13,47.66,33.23,46.82,36.13,47.58,47.87,33.23,46.41,48.76
28/07/2010,2010-07-28,1,96,45.58,37.9,50.69,4.01,44.36,1.23,0,42.05,48.11,40.76,47.57,42.05,48.04,48.26,40.76,47.06,49.96
29/07/2010,2010-07-29,1,96,45.66,37.9,51.32,3.78,43.97,1.69,0,42.6,47.85,41.53,47.36,42.6,47.79,48.0,41.53,46.73,50.3
30/07/2010,2010-07-30,1,96,46.25,35.9,50.4,4.65,44.54,1.71,0,42.02,49.27,39.66,48.96,42.02,49.25,49.33,39.66,48.77,49.85
31/07/2010,2010-07-31,1,96,44.5,39.52,47.8,1.92,44.49,0.01,0,43.66,45.1,44.01,45.69,43.66,44.88,45.65,44.01,45.69,
01/08/2010,2010-08-01,1,96,40.68,35.9,46.35,2.97,39.74,0.94,0,39.56,41.48,40.68,,39.56,40.64,43.57,40.68,,
02/08/2010,2010-08-02,1,96,42.77,29.92,51.01,6.03,41.33,1.45,0,37.23,46.74,35.11,45.93,37.23,46.34,47.71,35.11,45.0,50.28
03/08/2010,2010-08-03,1,96,42.66,32.06,48.4,5.02,39.4,3.26,0,37.48,46.36,35.86,45.46,37.48,46.28,46.56,35.86,45.23,46.53
04/08/2010,2010-08-04,1,96,44.05,36.71,50.71,4.42,40.14,3.91,0,39.76,47.12,38.72,46.24,39.76,46.68,48.22,38.72,45.59,49.32
05/08/2010,2010-08-05,1,96,41.87,29.92,48.0,5.3,39.53,2.34,0,36.81,45.49,34.6,44.87,36.81,45.23,46.16,34.6,44.46,46.79
06/08/2010,2010-08-06,1,96,42.88,29.92,49.59,6.08,39.19,3.69,0,37.11,47.0,34.45,46.35,37.11,46.73,47.7,34.45,45.9,48.47
07/08/2010,2010-08-07,1,96,40.5,32.64,45.0,4.61,40.44,0.06,0,36.23,43.56,39.19,43.7,36.23,43.44,43.87,39.19,43.7,
08/08/2010,2010-08-08,1,96,39.68,31.82,48.7,4.72,39.08,0.6,0,37.51,41.23,39.68,,37.51,40.91,42.03,39.68,,
09/08/2010,2010-08-09,1,96,44.69,36.71,49.69,3.89,42.87,1.82,0,41.01,47.33,39.54,46.82,41.01,47.0,48.16,39.54,46.35,48.98
10/08/2010,2010-08-10,1,96,45.01,35.9,50.0,4.47,44.59,0.42,0,40.98,47.9,39.04,47.47,40.98,47.68,48.43,39.04,47.02,49.6
11/08/2010,2010-08-11,1,96,44.91,36.71,50.1,3.77,44.49,0.42,0,42.19,46.85,40.85,46.58,42.19,46.27,48.3,40.85,45.94,49.57
12/08/2010,2010-08-12,1,96,42.94,36.22,49.5,4.07,42.22,0.72,0,41.37,44.05,41.11,43.69,41.37,43.56,45.29,41.11,42.52,49.12
13/08/2010,2010-08-13,1,96,43.43,32.52,50.15,5.82,39.21,4.22,0,37.46,47.69,35.35,46.76,37.46,47.49,48.2,35.35,46.35,48.65
14/08/2010,2010-08-14,1,96,41.98,31.82,48.0,5.04,41.1,0.89,0,37.73,45.02,40.87,44.7,37.73,45.19,44.6,40.87,44.7,
15/08/2010,2010-08-15,1,96,40.12,32.77,47.3,3.18,39.83,0.29,0,39.16,40.8,40.12,,39.16,40.38,41.84,40.12,,
16/08/2010,2010-08-16,1,96,43.86,31.72,49.1,5.01,41.33,2.53,0,39.36,47.07,37.14,46.63,39.36,47.12,46.95,37.14,46.6,46.76
17/08/2010,2010-08-17,1,96,46.75,37.54,52.42,4.72,46.49,0.26,0,41.95,50.17,40.37,49.37,41.95,49.81,51.07,40.37,48.81,51.98
18/08/2010,2010-08-18,1,96,45.53,37.95,53.2,4.58,45.31,0.22,0,40.96,48.8,40.22,47.72,40.96,48.07,50.61,40.22,46.94,51.34
19/08/2010,2010-08-19,1,96,45.7,36.67,51.2,5.07,45.7,0.0,0,40.53,49.4,38.75,48.57,40.53,48.93,50.56,38.75,48.14,50.56
20/08/2010,2010-08-20,1,96,46.54,39.57,49.54,3.22,46.53,0.01,0,43.55,48.67,42.05,48.39,43.55,48.48,49.17,42.05,48.26,48.96
21/08/2010,2010-08-21,1,96,43.42,37.69,49.0,2.61,43.41,0.0,0,42.34,44.18,42.86,44.76,42.34,43.67,45.46,42.86,44.76,
22/08/2010,2010-08-22,1,96,42.76,37.54,50.01,3.74,42.76,0.0,0,41.54,43.63,42.76,,41.54,42.19,47.22,42.76,,
23/08/2010,2010-08-23,1,96,45.55,30.82,52.6,6.15,45.21,0.34,0,40.74,48.98,37.39,48.91,40.74,48.43,50.38,37.39,48.77,49.54
24/08/2010,2010-08-24,1,96,48.66,39.0,55.02,5.09,47.7,0.96,0,43.63,52.26,41.8,51.49,43.63,51.63,53.82,41.8,51.01,53.74
25/08/2010,2010-08-25,1,96,48.72,40.72,53.2,3.99,45.9,2.81,0,45.13,51.28,43.43,50.9,45.13,51.03,51.9,43.43,50.66,51.98
26/08/2010,2010-08-26,1,96,47.11,40.39,51.07,3.34,44.43,2.69,0,44.18,49.21,43.28,48.69,44.18,48.8,50.23,43.28,48.36,50.25
27/08/2010,2010-08-27,1,96,46.99,37.5,52.16,4.74,44.8,2.19,0,42.7,50.06,40.11,49.82,42.7,49.53,51.37,40.11,49.54,51.14
28/08/2010,2010-08-28,1,96,45.59,37.67,51.0,3.81,42.92,2.66,0,43.15,47.33,44.69,47.75,43.15,46.8,48.65,44.69,47.75,
29/08/2010,2010-08-29,1,96,45.2,37.59,53.87,5.51,43.28,1.93,0,41.55,47.81,45.2,,41.55,47.11,49.58,45.2,,
30/08/2010,2010-08-30,1,96,48.79,39.26,55.01,5.31,46.08,2.71,0,43.6,52.5,42.15,51.53,43.6,52.2,53.24,42.15,50.94,54.25
31/08/2010,2010-08-31,1,96,48.96,37.59,55.55,6.0,45.82,3.13,0,43.33,52.98,40.37,52.49,43.33,52.55,54.05,40.37,52.0,54.78
01/09/2010,2010-09-01,1,96,50.77,42.0,55.51,3.31,45.89,4.88,0,47.98,52.76,46.92,52.35,47.98,52.44,53.54,46.92,52.31,52.52
02/09/2010,2010-09-02,1,96,50.13,41.34,55.55,4.48,49.05,1.08,0,46.03,53.06,44.77,52.34,46.03,52.49,54.48,44.77,51.66,55.5
03/09/2010,2010-09-03,1,96,50.19,40.52,54.97,4.65,49.59,0.6,0,46.01,53.17,43.84,52.81,46.01,52.74,54.25,43.84,52.48,54.32
04/09/2010,2010-09-04,1,96,48.71,41.6,55.55,3.62,48.78,-0.08,0,45.9,50.71,47.75,51.03,45.9,50.12,52.18,47.75,51.03,
05/09/2010,2010-09-05,1,96,46.16,40.1,58.51,5.2,45.92,0.24,0,43.72,47.9,46.16,,43.72,46.46,51.5,46.16,,
06/09/2010,2010-09-06,1,96,49.49,40.1,55.12,5.5,46.74,2.75,0,44.11,53.33,42.25,52.47,44.11,53.13,53.82,42.25,52.14,54.02
07/09/2010,2010-09-07,1,96,46.14,38.45,54.88,4.66,43.85,2.29,0,45.5,46.6,44.06,47.0,45.5,45.92,48.31,44.06,46.33,50.12
08/09/2010,2010-09-08,1,96,48.54,40.95,56.55,4.36,43.46,5.08,0,44.94,51.11,42.93,50.85,44.94,50.41,52.85,42.93,50.73,51.39
09/09/2010,2010-09-09,1,96,48.27,41.4,53.2,3.83,47.11,1.16,0,45.33,50.37,44.22,49.94,45.33,50.04,51.2,44.22,49.58,51.58
10/09/2010,2010-09-10,1,96,48.22,38.46,53.1,4.58,45.8,2.42,0,43.88,51.32,42.04,50.77,43.88,51.13,51.81,42.04,50.65,51.31
11/09/2010,2010-09-11,1,96,46.59,38.79,53.92,3.22,45.29,1.29,0,44.88,47.81,45.91,48.25,44.88,47.13,49.52,45.91,48.25,
12/09/2010,2010-09-12,1,96,43.2,34.13,58.02,5.86,40.72,2.49,0,42.19,43.93,43.2,,42.19,42.42,47.7,43.2,,
13/09/2010,2010-09-13,1,96,47.08,35.0,55.1,6.74,40.19,6.88,0,40.39,51.85,37.71,50.93,40.39,51.39,53.01,37.71,50.84,51.38
14/09/2010,2010-09-14,1,96,49.61,36.26,58.02,6.53,48.08,1.54,0,43.45,54.01,40.91,53.2,43.45,53.45,55.42,40.91,52.95,54.36
15/09/2010,2010-09-15,1,96,50.67,38.4,55.0,5.38,49.27,1.4,0,46.09,53.94,44.53,53.2,46.09,53.66,54.64,44.53,52.86,54.79
16/09/2010,2010-09-16,1,96,51.18,38.41,56.62,4.6,49.45,1.73,0,47.27,53.97,46.39,53.15,47.27,53.54,55.07,46.39,52.51,56.12
17/09/2010,2010-09-17,1,96,49.31,38.03,56.25,5.7,46.48,2.83,0,45.36,52.13,43.72,51.61,45.36,51.67,53.26,43.72,50.87,55.06
18/09/2010,2010-09-18,1,96,49.61,36.26,69.56,9.57,45.55,4.06,0,41.72,55.26,47.06,55.82,41.72,53.92,58.58,47.06,55.82,
19/09/2010,2010-09-19,1,96,47.15,37.69,64.24,7.12,45.8,1.34,0,43.02,50.09,47.15,,43.02,48.49,54.09,47.15,,
20/09/2010,2010-09-20,1,96,52.4,37.11,59.25,7.63,49.75,2.65,0,45.64,57.24,41.93,56.71,45.64,57.03,57.74,41.93,56.63,57.1
21/09/2010,2010-09-21,1,96,52.32,37.54,58.15,6.77,49.81,2.52,0,45.74,57.02,43.59,55.92,45.74,56.75,57.72,43.59,55.58,57.46
22/09/2010,2010-09-22,1,96,50.49,37.54,55.33,5.68,49.44,1.05,0,45.83,53.82,44.31,53.04,45.83,53.47,54.71,44.31,52.62,54.99
23/09/2010,2010-09-23,1,96,49.97,37.39,57.75,6.81,48.91,1.06,0,44.11,54.15,42.11,53.2,44.11,53.53,55.69,42.11,52.27,57.55
24/09/2010,2010-09-24,1,96,47.28,35.69,57.6,7.27,43.86,3.42,0,41.78,51.21,38.93,50.72,41.78,49.44,55.63,38.93,49.4,56.88
25/09/2010,2010-09-25,1,96,44.98,36.53,59.02,5.92,44.45,0.52,0,41.34,47.57,43.44,48.7,41.34,46.2,51.0,43.44,48.7,
26/09/2010,2010-09-26,1,96,40.46,29.02,66.56,9.13,39.92,0.54,0,37.89,42.3,40.46,,37.89,40.2,47.53,40.46,,
27/09/2010,2010-09-27,1,96,49.03,35.69,57.55,8.03,48.41,0.62,0,41.53,54.38,39.42,52.98,41.53,53.78,55.89,39.42,52.15,56.88
28/09/2010,2010-09-28,1,96,49.39,35.69,57.55,7.74,48.29,1.1,0,42.31,54.44,39.85,53.32,42.31,53.77,56.12,39.85,52.61,56.62
29/09/2010,2010-09-29,1,96,46.47,36.95,54.75,5.81,45.62,0.85,0,40.6,50.66,38.92,49.58,40.6,50.08,52.12,38.92,48.86,52.92
30/09/2010,2010-09-30,1,96,48.1,34.0,56.51,7.3,48.1,0.0,0,41.32,52.94,38.79,51.93,41.32,52.42,54.24,38.79,51.53,53.84
01/10/2010,2010-10-01,1,96,48.7,36.81,54.5,5.96,48.7,0.0,0,44.64,51.6,41.26,51.76,44.64,51.02,53.04,41.26,51.29,53.97
02/10/2010,2010-10-02,1,96,45.57,37.06,56.51,5.47,45.48,0.08,0,47.23,44.38,44.76,47.53,47.23,42.42,49.27,44.76,47.53,
03/10/2010,2010-10-03,1,96,39.82,17.07,52.75,7.99,35.29,4.52,0,40.52,39.32,39.82,,40.52,36.68,45.93,39.82,,
04/10/2010,2010-10-04,1,96,41.56,10.0,57.21,15.24,41.56,0.0,0,29.44,50.22,22.09,49.58,29.44,49.74,51.44,22.09,49.87,48.26
05/10/2010,2010-10-05,1,96,46.34,35.28,52.15,5.73,46.19,0.15,0,41.59,49.73,39.75,49.05,41.59,49.43,50.5,39.75,48.79,50.3
06/10/2010,2010-10-06,1,96,48.81,35.09,54.3,7.02,48.74,0.08,0,42.56,53.28,39.45,52.67,42.56,53.2,53.48,39.45,52.37,54.05
07/10/2010,2010-10-07,1,96,46.47,38.57,53.71,4.56,45.76,0.72,0,44.26,48.06,44.21,47.4,44.26,47.65,49.08,44.21,46.97,49.42
08/10/2010,2010-10-08,1,96,43.08,29.92,54.13,6.84,43.08,0.0,0,39.58,45.59,35.6,46.16,39.58,44.3,48.8,35.6,46.09,46.5
09/10/2010,2010-10-09,1,96,44.48,35.09,56.33,6.17,44.48,0.0,0,41.29,46.76,42.04,50.42,41.29,44.8,51.68,42.04,50.42,
10/10/2010,2010-10-10,1,96,43.05,36.33,54.19,5.33,42.38,0.67,0,40.92,44.57,43.05,,40.92,43.1,48.26,43.05,,
11/10/2010,2010-10-11,1,96,46.08,33.32,53.1,5.86,44.5,1.58,0,41.44,49.39,37.89,49.44,41.44,49.09,50.13,37.89,49.31,50.08
12/10/2010,2010-10-12,1,96,47.22,38.23,53.1,4.2,42.76,4.46,0,43.55,49.84,43.22,48.87,43.55,49.55,50.56,43.22,48.87,48.87
13/10/2010,2010-10-13,1,96,46.73,34.92,54.01,5.18,43.77,2.96,0,42.43,49.8,39.9,49.54,42.43,49.59,50.34,39.9,49.82,48.22
14/10/2010,2010-10-14,1,96,47.72,37.92,52.1,4.29,46.12,1.6,0,44.75,49.85,43.0,49.67,44.75,49.55,50.59,43.0,49.43,50.79
15/10/2010,2010-10-15,1,96,46.06,36.34,50.57,4.62,44.08,1.98,0,42.42,48.67,40.7,48.27,42.42,48.41,49.32,40.7,47.98,49.65
16/10/2010,2010-10-16,1,96,43.56,36.85,51.22,4.11,43.43,0.14,0,41.72,44.88,43.45,43.84,41.72,44.7,45.34,43.45,43.84,
17/10/2010,2010-10-17,1,96,41.59,31.82,50.57,4.02,35.04,6.55,0,41.27,41.82,41.59,,41.27,40.82,44.3,41.59,,
18/10/2010,2010-10-18,1,96,45.24,29.92,51.15,6.0,43.14,2.1,0,40.6,48.55,39.41,47.64,40.6,48.53,48.61,39.41,47.53,48.14
19/10/2010,2010-10-19,1,96,45.03,27.0,53.57,8.43,44.56,0.47,0,37.3,50.55,33.32,49.85,37.3,50.59,50.46,33.32,49.96,49.36
20/10/2010,2010-10-20,1,96,45.66,36.5,51.26,4.97,45.03,0.63,0,41.03,48.96,38.86,48.46,41.03,48.79,49.39,38.86,48.32,49.09
21/10/2010,2010-10-21,1,96,46.06,38.1,52.13,4.02,45.77,0.29,0,42.93,48.3,40.98,48.15,42.93,48.04,48.94,40.98,48.01,48.81
22/10/2010,2010-10-22,1,96,47.61,37.49,53.13,4.76,47.42,0.19,0,44.06,50.14,41.51,50.12,44.06,49.59,51.54,41.51,49.69,52.13
23/10/2010,2010-10-23,1,96,47.61,44.72,51.01,1.75,47.61,0.0,0,46.56,48.35,47.0,49.07,46.56,47.69,50.0,47.0,49.07,
24/10/2010,2010-10-24,1,96,42.51,29.92,52.55,5.74,42.51,0.0,0,42.93,42.2,42.51,,42.93,40.21,47.19,42.51,,
25/10/2010,2010-10-25,1,96,43.19,22.0,52.6,8.58,42.09,1.1,0,35.9,48.39,32.64,47.54,35.9,48.21,48.86,32.64,47.49,47.74
26/10/2010,2010-10-26,1,96,43.05,22.13,52.01,9.37,42.44,0.61,0,34.65,49.04,30.13,48.36,34.65,48.98,49.21,30.13,48.5,47.74
27/10/2010,2010-10-27,1,96,46.03,36.1,51.1,4.99,45.05,0.98,0,41.81,49.05,39.18,48.85,41.81,48.72,49.88,39.18,48.73,49.41
28/10/2010,2010-10-28,1,96,46.42,37.27,53.6,5.05,46.36,0.05,0,42.96,48.88,42.32,48.1,42.96,48.63,49.52,42.32,47.2,52.29
29/10/2010,2010-10-29,1,96,41.83,17.07,56.8,10.18,39.72,2.11,0,34.75,46.88,29.17,47.04,34.75,46.43,48.01,29.17,47.78,43.58
30/10/2010,2010-10-30,1,96,40.18,34.3,53.68,4.7,39.67,0.51,0,42.03,38.87,39.87,40.94,42.03,37.84,41.43,39.87,40.94,
31/10/2010,2010-10-31,1,100,22.42,0.5,43.6,19.35,9.15,13.26,0,31.1,15.6,22.42,,31.1,7.62,35.52,22.42,,
01/11/2010,2010-11-01,1,96,18.52,0.1,58.13,21.7,18.45,0.07,0,9.48,24.97,0.23,26.05,9.48,20.4,36.41,0.23,22.12,35.47
02/11/2010,2010-11-02,1,96,46.42,33.9,86.75,12.42,42.09,4.33,0,38.67,51.95,35.92,50.74,38.67,47.37,63.42,35.92,46.85,60.1
03/11/2010,2010-11-03,1,96,45.83,34.97,71.0,8.08,45.83,0.0,0,39.52,50.34,38.05,49.03,39.52,47.91,56.42,38.05,46.75,54.52
04/11/2010,2010-11-04,1,96,45.44,32.91,65.75,8.02,45.38,0.06,0,38.38,50.48,36.05,49.3,38.38,48.5,55.42,36.05,47.2,54.35
05/11/2010,2010-11-05,1,96,46.2,33.9,57.71,6.74,46.2,0.0,0,40.44,50.31,37.29,49.86,40.44,48.99,53.61,37.29,48.78,52.46
06/11/2010,2010-11-06,1,96,44.83,41.24,50.03,2.28,44.83,0.0,0,43.48,45.8,44.34,46.02,43.48,45.34,46.94,44.34,46.02,
07/11/2010,2010-11-07,1,96,32.19,10.07,46.7,10.92,32.19,0.0,0,32.67,31.84,32.19,,32.67,29.13,38.61,32.19,,
08/11/2010,2010-11-08,1,96,32.27,3.0,45.02,12.46,32.08,0.19,0,22.5,39.25,19.24,37.64,22.5,38.1,42.14,19.24,36.11,41.3
09/11/2010,2010-11-09,1,96,37.93,20.0,46.4,5.57,30.73,7.2,0,33.26,41.26,31.68,40.5,33.26,40.34,43.55,31.68,39.5,42.88
10/11/2010,2010-11-10,1,96,41.06,20.0,70.0,10.87,39.03,2.03,0,33.24,46.65,29.26,45.92,33.24,43.41,54.74,29.26,43.9,50.76
11/11/2010,2010-11-11,1,96,42.75,35.42,57.6,5.16,42.34,0.41,0,39.05,45.39,38.5,44.5,39.05,43.43,50.3,38.5,42.98,48.14
12/11/2010,2010-11-12,1,96,42.61,27.0,56.03,7.12,38.09,4.52,0,36.59,46.91,33.11,46.52,36.59,45.58,50.24,33.11,45.6,48.75
13/11/2010,2010-11-13,1,96,40.24,35.42,43.98,2.32,40.24,0.0,0,38.86,41.23,39.48,42.09,38.86,40.55,42.94,39.48,42.09,
14/11/2010,2010-11-14,1,96,33.86,12.5,48.91,10.4,33.65,0.21,0,24.76,40.36,33.86,,24.76,39.29,43.04,33.86,,
15/11/2010,2010-11-15,1,96,39.62,20.0,57.75,11.05,37.43,2.19,0,30.52,46.12,26.02,45.22,30.52,43.98,51.47,26.02,43.25,49.93
16/11/2010,2010-11-16,1,96,42.75,37.02,51.12,3.92,41.83,0.92,0,39.21,45.28,38.7,44.42,39.21,44.44,47.38,38.7,43.49,46.64
17/11/2010,2010-11-17,1,96,37.03,15.0,47.3,10.46,36.74,0.29,0,28.51,43.11,23.02,42.79,28.51,42.11,45.59,23.02,41.81,45.16
18/11/2010,2010-11-18,1,96,44.16,35.88,63.32,7.26,44.12,0.04,0,39.47,47.51,37.8,46.78,39.47,45.75,51.93,37.8,45.09,50.85
19/11/2010,2010-11-19,1,96,42.56,39.0,46.49,2.35,42.56,0.0,0,41.7,43.17,41.3,43.07,41.7,42.75,44.21,41.3,42.48,44.5
20/11/2010,2010-11-20,1,96,35.17,22.0,49.2,8.34,35.17,0.0,0,30.73,38.34,32.83,40.85,30.73,36.32,43.4,32.83,40.85,
21/11/2010,2010-11-21,1,96,27.19,2.0,54.57,16.37,27.19,0.0,0,18.56,33.35,27.19,,18.56,30.5,40.48,27.19,,
22/11/2010,2010-11-22,1,96,41.4,19.13,60.13,11.26,41.4,0.0,0,32.92,47.46,28.6,46.67,32.92,45.3,52.86,28.6,44.71,51.38
23/11/2010,2010-11-23,1,96,45.46,35.92,65.13,7.34,45.23,0.23,0,39.69,49.58,38.2,48.45,39.69,47.36,55.12,38.2,46.6,52.86
24/11/2010,2010-11-24,1,96,46.97,36.5,59.5,6.84,46.97,0.0,0,40.86,51.33,39.08,50.22,40.86,49.77,55.24,39.08,48.24,54.96
25/11/2010,2010-11-25,1,96,46.94,37.79,53.95,5.08,46.94,0.0,0,42.24,50.29,42.08,48.94,42.24,49.35,52.65,42.08,47.45,52.5
26/11/2010,2010-11-26,1,96,45.29,25.0,59.56,9.22,47.9,-2.61,0,37.06,51.18,32.73,50.47,37.06,50.25,53.5,32.73,49.67,52.38
27/11/2010,2010-11-27,1,96,45.66,36.99,56.14,5.64,48.82,-3.16,0,41.94,48.32,44.09,49.49,41.94,47.77,49.69,44.09,49.49,
28/11/2010,2010-11-28,1,96,47.52,36.5,71.23,10.39,47.59,-0.07,0,45.22,49.17,47.52,,45.22,47.74,52.74,47.52,,
29/11/2010,2010-11-29,1,96,53.96,37.02,72.0,10.67,53.96,0.0,0,42.7,62.0,40.27,59.6,42.7,60.31,66.23,40.27,57.36,64.97
30/11/2010,2010-11-30,1,96,54.02,32.9,74.51,13.1,54.02,0.0,0,40.53,63.66,37.51,60.82,40.53,61.67,68.63,37.51,58.18,67.16
01/12/2010,2010-12-01,1,96,53.71,32.0,73.57,12.65,55.31,-1.6,0,41.94,62.13,36.92,60.63,41.94,60.18,67.0,36.92,58.33,66.14
