dia,data_iso,leilao,zona,contrato,tipo,estado,preco_eur_t,minimo_eur_t,maximo_eur_t,mediana_eur_t,volume_tco2,racio_cobertura,licitantes,receita_eur,receita_pt_eur
09/05/2023,2023-05-09,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.84,75.32,105.0,83.14,2409000,2.04,20,201970560,5072320
10/05/2023,2023-05-10,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,85.85,75.0,130.0,85.34,2676000,2.29,23,229734600,
11/05/2023,2023-05-11,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.75,78.38,91.0,86.75,2409000,1.85,19,208980750,5248375
12/05/2023,2023-05-12,Auction 4. Period DE,,T3PA,EUA,successful,86.67,77.57,95.5,86.01,1939500,2.7,22,168096465,
15/05/2023,2023-05-15,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.7,70.0,93.75,86.0,2409000,1.74,19,206451300,5184850
16/05/2023,2023-05-16,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.05,76.99,95.0,84.94,2409000,1.82,20,204885450,5145525
17/05/2023,2023-05-17,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,85.58,10.0,88.5,85.16,775500,3.05,15,66367290,3166460
22/05/2023,2023-05-22,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.2,75.0,105.0,84.75,2409000,2.26,22,205246800,5154600
23/05/2023,2023-05-23,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.32,76.1,87.93,84.44,2409000,1.86,20,203126880,5101360
24/05/2023,2023-05-24,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,83.0,74.99,86.66,83.22,2676000,1.66,18,222108000,
25/05/2023,2023-05-25,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.12,73.18,85.01,81.23,2409000,1.92,21,195418080,4907760
26/05/2023,2023-05-26,Auction 4. Period DE,,T3PA,EUA,successful,81.11,72.7,130.0,80.49,1939500,2.35,22,157312845,
30/05/2023,2023-05-30,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.79,71.52,105.0,79.27,2409000,1.98,21,192214110,4827295
01/06/2023,2023-06-01,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,78.62,70.21,90.0,77.77,2409000,2.18,22,189395580,4756510
02/06/2023,2023-06-02,Auction 4. Period DE,,T3PA,EUA,successful,78.2,70.08,81.03,77.55,1939500,2.3,23,151668900,
05/06/2023,2023-06-05,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,78.55,70.43,90.0,77.95,2409000,1.98,20,189226950,4752275
06/06/2023,2023-06-06,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.07,72.74,90.0,80.25,2409000,1.7,21,192888630,4844235
07/06/2023,2023-06-07,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,78.25,70.0,90.0,78.44,2676000,1.87,22,209397000,
08/06/2023,2023-06-08,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.54,70.0,105.0,81.66,2409000,1.8,20,196429860,4933170
09/06/2023,2023-06-09,Auction 4. Period DE,,T3PA,EUA,successful,83.11,74.55,120.0,82.35,1939500,2.14,22,161191845,
12/06/2023,2023-06-12,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.45,65.0,85.75,83.05,2409000,2.02,19,201031050,5048725
13/06/2023,2023-06-13,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.44,75.0,89.12,85.64,2409000,2.05,17,208233960,5229620
15/06/2023,2023-06-15,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,91.67,78.0,120.0,91.01,2409000,2.03,20,220833030,5546035
16/06/2023,2023-06-16,Auction 4. Period DE,,T3PA,EUA,successful,89.3,78.0,105.0,89.01,1939500,2.03,18,173197350,
19/06/2023,2023-06-19,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,90.16,78.0,130.0,89.58,2409000,2.01,22,217195440,5454680
20/06/2023,2023-06-20,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,91.55,0.01,130.0,90.71,2409000,2.08,23,220543950,5538775
21/06/2023,2023-06-21,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,90.35,75.0,98.9,90.89,2676000,1.59,17,241776600,
22/06/2023,2023-06-22,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,87.11,78.0,120.0,87.05,2409000,1.85,19,209847990,5270155
23/06/2023,2023-06-23,Auction 4. Period DE,,T3PA,EUA,successful,88.9,75.0,100.0,87.32,1939500,2.27,21,172421550,
26/06/2023,2023-06-26,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.01,0.01,101.0,86.04,2409000,1.81,19,207198090,5203605
27/06/2023,2023-06-27,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.35,75.0,120.0,84.53,2410000,1.99,21,205693500,5163675
29/06/2023,2023-06-29,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.6,77.57,120.0,85.81,2409000,2.12,22,208619400,5239300
30/06/2023,2023-06-30,Auction 4. Period DE,,T3PA,EUA,successful,85.31,77.43,90.0,85.48,1939500,1.86,19,165458745,
03/07/2023,2023-07-03,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,87.11,76.0,120.0,86.51,2658000,1.97,23,231538380,5270155
04/07/2023,2023-07-04,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.0,76.38,120.0,84.63,2658000,1.87,20,225930000,5142500
05/07/2023,2023-07-05,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,84.84,75.81,120.0,84.01,2676000,1.98,18,227031840,
06/07/2023,2023-07-06,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.18,75.97,120.0,83.97,2658000,1.75,19,223750440,5092890
07/07/2023,2023-07-07,Auction 4. Period DE,,T3PA,EUA,successful,84.82,75.92,120.0,84.05,1939500,2.22,21,164508390,
10/07/2023,2023-07-10,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.0,76.27,120.0,84.5,2658000,1.9,21,225930000,5142500
11/07/2023,2023-07-11,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.62,74.8,120.0,83.38,2658000,2.01,25,222261960,5059010
12/07/2023,2023-07-12,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,85.32,75.0,88.7,85.23,775500,2.12,13,66165660,3156840
13/07/2023,2023-07-13,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.25,68.0,120.0,84.24,2658000,1.71,21,223936500,5097125
14/07/2023,2023-07-14,Auction 4. Period DE,,T3PA,EUA,successful,85.51,76.0,120.0,84.44,1939500,2.3,20,165846645,
17/07/2023,2023-07-17,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.72,76.48,120.0,84.51,2658000,1.81,24,225185760,5125560
18/07/2023,2023-07-18,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.9,76.23,120.0,84.39,2658000,1.86,23,225664200,5136450
19/07/2023,2023-07-19,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,86.03,75.0,120.0,85.36,2676000,1.97,22,230216280,
20/07/2023,2023-07-20,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,87.76,75.0,120.0,87.45,2658000,1.91,24,233266080,5309480
21/07/2023,2023-07-21,Auction 4. Period DE,,T3PA,EUA,successful,89.36,78.0,120.0,89.1,1939500,2.09,19,173313720,
24/07/2023,2023-07-24,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,90.3,78.0,120.0,90.0,2658000,1.78,20,240017400,5463150
25/07/2023,2023-07-25,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,90.25,75.0,120.0,89.6,2658000,1.81,21,239884500,5460125
27/07/2023,2023-07-27,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,88.02,78.0,120.0,88.1,2658000,1.77,21,233957160,5325210
28/07/2023,2023-07-28,Auction 4. Period DE,,T3PA,EUA,successful,87.33,76.0,91.65,87.33,1939500,1.94,17,169376535,
31/07/2023,2023-07-31,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.65,60.0,100.0,86.45,2658000,2.19,17,230315700,5242325
01/08/2023,2023-08-01,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.69,75.0,100.0,84.09,1329000,2.75,20,112553010,2583045
02/08/2023,2023-08-02,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,81.88,70.0,100.0,81.55,1338000,2.96,17,109555440,
03/08/2023,2023-08-03,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.52,70.0,92.0,83.15,1329000,3.11,20,110998080,2547360
04/08/2023,2023-08-04,Auction 4. Period DE,,T3PA,EUA,successful,83.33,70.0,87.0,83.0,970000,3.78,19,80830100,
07/08/2023,2023-08-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,82.28,70.0,100.0,82.11,1329000,2.53,17,109350120,2509540
08/08/2023,2023-08-08,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.46,73.49,90.0,81.3,1329000,2.61,19,108260340,2484530
10/08/2023,2023-08-10,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,82.24,73.7,99.0,81.71,1329000,2.83,17,109296960,2508320
11/08/2023,2023-08-11,Auction 4. Period DE,,T3PA,EUA,successful,84.2,74.0,92.0,83.55,970000,3.18,17,81674000,
14/08/2023,2023-08-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.34,76.55,99.0,84.73,1329000,2.82,18,113416860,2602870
15/08/2023,2023-08-15,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.71,75.0,89.21,86.22,1329000,2.78,16,115237590,2644655
16/08/2023,2023-08-16,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,87.01,78.0,89.01,86.51,1338000,2.78,18,116419380,
17/08/2023,2023-08-17,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.84,75.0,120.0,86.92,1329000,2.38,15,115410360,2648620
18/08/2023,2023-08-18,Auction 4. Period DE,,T3PA,EUA,successful,86.68,75.0,100.0,86.22,970000,2.01,15,84079600,
21/08/2023,2023-08-21,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,86.0,76.0,90.01,85.66,1329000,2.79,19,114294000,2623000
22/08/2023,2023-08-22,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,87.86,75.0,90.02,87.49,1329000,2.8,19,116765940,2679730
24/08/2023,2023-08-24,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.51,80.0,120.0,84.76,1329000,1.91,21,113642790,2608055
25/08/2023,2023-08-25,Auction 4. Period DE,,T3PA,EUA,successful,85.5,76.0,100.0,84.11,976500,3.2,20,83490750,
28/08/2023,2023-08-28,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.7,75.33,120.0,83.45,1329000,3.21,19,112566300,2583350
29/08/2023,2023-08-29,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,84.64,76.13,120.0,84.13,1329000,2.95,20,112486560,2581520
30/08/2023,2023-08-30,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,84.57,0.01,120.0,83.77,1344500,3.08,17,113704365,
31/08/2023,2023-08-31,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,85.52,77.14,120.0,85.12,1581500,2.73,19,135249880,2309040
01/09/2023,2023-09-01,Auction 4. Period DE,,T3PA,EUA,successful,84.0,75.84,120.0,83.94,2147000,2.04,20,180348000,
04/09/2023,2023-09-04,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.42,75.17,120.0,83.23,3035500,2.15,25,253221410,5964530
05/09/2023,2023-09-05,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.41,0.01,120.0,82.92,3035500,1.55,20,253191055,5963815
08/09/2023,2023-09-08,Auction 4. Period DE,,T3PA,EUA,successful,82.09,74.07,120.0,82.01,2147000,2.05,20,176247230,
11/09/2023,2023-09-11,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.98,73.24,120.0,80.98,3035500,1.83,21,245814790,5790070
12/09/2023,2023-09-12,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.6,72.43,120.0,80.13,3035500,2.09,21,244661300,5762900
13/09/2023,2023-09-13,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,80.5,72.34,120.0,80.12,3347500,1.82,22,269473750,
14/09/2023,2023-09-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.69,73.51,120.0,81.42,3035500,1.89,21,247969995,5840835
15/09/2023,2023-09-15,Auction 4. Period DE,,T3PA,EUA,successful,82.33,74.09,120.0,81.94,2147000,2.38,20,176762510,
18/09/2023,2023-09-18,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.26,72.57,120.0,80.35,3035500,1.65,20,243629230,5738590
19/09/2023,2023-09-19,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.5,65.0,120.0,79.6,3035500,1.77,22,241322250,5684250
20/09/2023,2023-09-20,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,79.8,77.0,80.5,79.12,775500,3.09,12,61884900,2952600
21/09/2023,2023-09-21,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.78,73.0,120.0,80.91,3036500,1.99,20,248324970,5847270
22/09/2023,2023-09-22,Auction 4. Period DE,,T3PA,EUA,successful,84.03,75.0,120.0,83.32,2147000,2.24,22,180412410,
25/09/2023,2023-09-25,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.92,75.66,120.0,83.9,3035500,1.7,18,254739160,6000280
26/09/2023,2023-09-26,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,82.44,74.63,120.0,82.6,3035500,1.75,20,250246620,5894460
27/09/2023,2023-09-27,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,81.37,65.0,120.0,80.81,3347500,1.99,22,272386075,
28/09/2023,2023-09-28,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.9,73.4,120.0,81.27,3035500,1.76,19,248607450,5855850
29/09/2023,2023-09-29,Auction 4. Period DE,,T3PA,EUA,successful,81.65,73.29,120.0,81.14,2147000,2.1,18,175302550,
02/10/2023,2023-10-02,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.95,72.47,120.0,80.37,3035500,1.77,15,245723725,5787925
03/10/2023,2023-10-03,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.17,65.0,120.0,79.7,3035500,1.55,17,240320535,5660655
04/10/2023,2023-10-04,Auction 4. Period CAP3 NIR,,T3PA,EUA,successful,78.78,58.0,81.41,78.52,1000000,2.21,15,78780000,
05/10/2023,2023-10-05,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.5,70.0,120.0,80.11,3035500,1.9,22,244357750,5755750
06/10/2023,2023-10-06,Auction 4. Period DE,,T3PA,EUA,successful,79.95,50.0,120.0,79.84,2147000,2.06,20,171652650,
09/10/2023,2023-10-09,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.43,60.0,120.0,80.02,3035500,1.8,19,244145265,5750745
10/10/2023,2023-10-10,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.82,60.0,120.0,81.54,3035500,1.37,22,248364610,5850130
11/10/2023,2023-10-11,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,82.68,70.0,120.0,83.23,3347500,1.49,22,276771300,
12/10/2023,2023-10-12,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.35,75.12,120.0,83.06,3035500,1.76,23,253008925,5959525
13/10/2023,2023-10-13,Auction 4. Period DE,,T3PA,EUA,successful,84.61,76.18,120.0,84.37,2147000,2.13,24,181657670,
16/10/2023,2023-10-16,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,83.4,75.01,120.0,83.08,3035500,1.88,21,253160700,5963100
17/10/2023,2023-10-17,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,81.69,73.73,120.0,81.68,3035500,1.77,23,247969995,5840835
18/10/2023,2023-10-18,EUAA Auction DE,,EAA3,EUAA,successful,81.72,79.11,84.71,81.52,907000,2.15,13,74120040,
19/10/2023,2023-10-19,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.99,70.11,120.0,80.55,3035500,1.52,21,242809645,5719285
20/10/2023,2023-10-20,Auction 4. Period DE,,T3PA,EUA,successful,81.19,78.5,120.0,80.6,2147000,1.82,22,174314930,
23/10/2023,2023-10-23,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.92,77.42,120.0,79.55,3035500,1.68,25,242597160,5714280
24/10/2023,2023-10-24,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,80.4,77.63,120.0,79.9,3035500,1.67,24,244054200,5748600
25/10/2023,2023-10-25,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,79.85,77.19,120.0,79.41,3347500,1.62,24,267297875,
26/10/2023,2023-10-26,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.48,76.71,120.0,78.83,3035500,1.66,20,241261540,5682820
27/10/2023,2023-10-27,Auction 4. Period DE,,T3PA,EUA,successful,79.41,76.99,120.0,79.16,2147000,1.78,19,170493270,
30/10/2023,2023-10-30,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.78,77.63,120.0,79.67,3035500,1.52,18,242172190,5704270
31/10/2023,2023-10-31,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,77.65,75.54,120.0,77.7,3035500,1.3,17,235706575,5551975
02/11/2023,2023-11-02,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,77.88,74.98,120.0,77.08,3035500,1.7,24,236404740,5568420
03/11/2023,2023-11-03,Auction 4. Period DE,,T3PA,EUA,successful,78.35,76.24,120.0,78.3,2147000,1.58,20,168217450,
06/11/2023,2023-11-06,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,76.02,74.04,120.0,76.12,3035500,1.29,19,230758710,5435430
07/11/2023,2023-11-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,75.58,73.49,120.0,75.59,3035500,1.35,19,229423090,5403970
08/11/2023,2023-11-08,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,74.56,72.28,120.0,74.5,3347500,1.49,23,249589600,
09/11/2023,2023-11-09,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,75.75,73.24,120.0,75.32,3035500,1.5,20,229939125,5416125
10/11/2023,2023-11-10,Auction 4. Period DE,,T3PA,EUA,successful,76.46,73.68,120.0,75.8,2147000,1.84,24,164159620,
13/11/2023,2023-11-13,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,77.01,74.62,120.0,76.66,3035500,1.49,19,233763855,5506215
14/11/2023,2023-11-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,76.62,74.49,120.0,76.69,3035500,1.33,18,232580010,5478330
15/11/2023,2023-11-15,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,79.45,77.24,81.7,79.0,766500,2.57,10,60898425,2939650
16/11/2023,2023-11-16,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,79.0,76.6,120.0,78.57,3035500,1.57,20,239804500,5648500
17/11/2023,2023-11-17,Auction 4. Period DE,,T3PA,EUA,successful,76.55,74.23,120.0,76.3,2147000,1.63,21,164352850,
20/11/2023,2023-11-20,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,76.35,74.75,84.0,76.29,3035500,1.48,22,231760425,5459025
21/11/2023,2023-11-21,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,75.69,73.34,120.0,75.54,3035500,1.45,24,229756995,5411835
22/11/2023,2023-11-22,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,74.84,73.34,120.0,74.65,3347500,1.75,22,250526900,
23/11/2023,2023-11-23,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,74.5,73.12,120.0,74.43,3035500,1.63,22,226144750,5326750
24/11/2023,2023-11-24,Auction 4. Period DE,,T3PA,EUA,successful,75.9,74.01,120.0,75.66,2147000,1.68,22,162957300,
27/11/2023,2023-11-27,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,74.57,73.09,120.0,74.45,3035500,1.61,20,226357235,5331755
28/11/2023,2023-11-28,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,71.71,69.68,120.0,71.63,3035500,1.44,24,217675705,5127265
30/11/2023,2023-11-30,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,70.79,68.04,120.0,70.71,3035500,1.52,22,214883045,5061485
01/12/2023,2023-12-01,Auction 4. Period DE,,T3PA,EUA,successful,71.45,69.01,120.0,71.02,2147000,1.88,23,153403150,
04/12/2023,2023-12-04,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,71.34,69.25,120.0,70.96,3035500,1.82,27,216552570,5100810
05/12/2023,2023-12-05,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,69.94,67.69,120.0,69.69,3035500,1.53,22,212302870,5000710
06/12/2023,2023-12-06,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,68.71,67.01,120.0,68.53,3350000,1.6,21,230178500,
07/12/2023,2023-12-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,68.76,66.94,120.0,68.47,3035500,1.69,21,208720980,4916340
08/12/2023,2023-12-08,Auction 4. Period DE,,T3PA,EUA,successful,69.84,67.87,120.0,69.51,2147000,1.98,21,149946480,
11/12/2023,2023-12-11,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,67.82,65.12,120.0,67.5,3035500,1.57,22,205867610,4849130
12/12/2023,2023-12-12,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,66.72,64.81,120.0,66.76,3035500,1.39,21,202528560,4770480
13/12/2023,2023-12-13,EUAA Auction CAP3 PL,,EAA3,EUAA,successful,69.7,66.6,71.0,69.02,169500,4.78,10,11814150,
14/12/2023,2023-12-14,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,68.45,66.33,120.0,68.45,3035500,1.37,20,207779975,4894175
15/12/2023,2023-12-15,Auction 4. Period DE,,T3PA,EUA,successful,66.6,64.48,120.0,66.57,2151000,1.61,17,143256600,
18/12/2023,2023-12-18,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,66.49,64.0,120.0,66.42,3041500,1.49,17,202229335,5285955
15/01/2024,2024-01-15,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,63.5,60.0,120.0,62.96,3099500,1.72,24,196818250,3524250
16/01/2024,2024-01-16,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,63.2,60.28,120.0,62.69,3099500,1.68,26,195888400,3507600
17/01/2024,2024-01-17,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,62.96,61.32,120.0,62.66,2310000,1.92,23,145437600,
18/01/2024,2024-01-18,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,61.28,55.0,120.0,60.84,3099500,1.68,25,189937360,3401040
19/01/2024,2024-01-19,Auction 4. Period DE,,T3PA,EUA,successful,61.93,58.47,120.0,60.55,1796000,2.15,25,111226280,
22/01/2024,2024-01-22,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.74,55.0,120.0,59.39,3099500,1.62,23,185164130,3315570
23/01/2024,2024-01-23,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,60.55,55.0,120.0,60.25,3099500,1.64,24,187674725,3360525
24/01/2024,2024-01-24,EUAA Auction CAP3 EU,,EAA3,EUAA,successful,62.0,60.28,63.78,61.9,906000,1.85,13,56172000,2697000
25/01/2024,2024-01-25,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,61.95,59.72,120.0,61.72,3099500,1.56,26,192014025,3438225
26/01/2024,2024-01-26,Auction 4. Period DE,,T3PA,EUA,successful,61.95,59.01,120.0,60.72,1796000,2.07,27,111262200,
29/01/2024,2024-01-29,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,60.81,55.0,120.0,60.83,3099500,1.41,25,188480595,3374955
30/01/2024,2024-01-30,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.82,55.0,120.0,59.62,3099500,1.57,25,185412090,3320010
31/01/2024,2024-01-31,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,62.27,59.59,72.0,61.78,2310000,1.86,27,143843700,
01/02/2024,2024-02-01,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,61.09,59.55,120.0,61.5,3099500,1.25,24,189348455,3390495
02/02/2024,2024-02-02,Auction 4. Period DE,,T3PA,EUA,successful,60.92,59.01,120.0,60.82,1796000,1.85,24,109412320,
05/02/2024,2024-02-05,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,60.68,55.0,120.0,60.41,3099500,1.65,29,188077660,3367740
06/02/2024,2024-02-06,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,60.25,58.01,120.0,60.0,3099500,1.7,24,186744875,3343875
08/02/2024,2024-02-08,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.85,57.36,120.0,59.67,3099500,1.57,26,185505075,3321675
09/02/2024,2024-02-09,Auction 4. Period DE,,T3PA,EUA,successful,57.24,55.01,120.0,57.24,1796000,1.79,22,102803040,
12/02/2024,2024-02-12,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,55.84,50.07,120.0,55.84,3099500,1.49,28,173076080,3099120
13/02/2024,2024-02-13,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,54.24,52.48,120.0,53.95,3099500,1.67,26,168116880,3010320
14/02/2024,2024-02-14,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,54.07,52.03,120.0,53.57,2310000,2.09,27,124901700,
15/02/2024,2024-02-15,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,54.87,52.06,120.0,54.4,3099500,1.81,29,170069565,3045285
16/02/2024,2024-02-16,Auction 4. Period DE,,T3PA,EUA,successful,55.12,52.99,120.0,55.01,1796000,1.8,22,98995520,
19/02/2024,2024-02-19,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,53.0,50.0,120.0,52.9,3099500,1.46,23,164273500,2941500
20/02/2024,2024-02-20,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,51.8,48.36,120.0,51.32,3099500,1.72,22,160554100,2874900
22/02/2024,2024-02-22,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,51.55,49.12,120.0,51.15,3099500,1.64,26,159779225,2861025
23/02/2024,2024-02-23,Auction 4. Period DE,,T3PA,EUA,successful,49.5,47.66,120.0,49.49,1796000,1.73,24,88902000,
26/02/2024,2024-02-26,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,50.65,48.46,100.0,50.2,3099500,1.63,21,156989675,2811075
27/02/2024,2024-02-27,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,51.12,49.08,120.0,51.03,3099500,1.49,22,158446440,2837160
28/02/2024,2024-02-28,Auction 4. Period CAP3 PL,,T3PA,EUA,successful,54.94,50.46,120.0,53.75,2310000,2.06,23,126911400,
29/02/2024,2024-02-29,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,54.9,49.0,120.0,54.85,3099500,1.44,20,170162550,3046950
01/03/2024,2024-03-01,Auction 4. Period DE,,T3PA,EUA,successful,53.6,50.98,120.0,53.36,1796000,1.82,23,96265600,
04/03/2024,2024-03-04,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,51.76,49.99,120.0,52.0,3099500,1.32,27,160430120,2872680
05/03/2024,2024-03-05,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,59.14,55.01,120.0,57.66,3099500,1.84,25,183304430,3282270
07/03/2024,2024-03-07,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,56.94,54.83,120.0,57.03,3099500,1.4,26,176485530,3160170
08/03/2024,2024-03-08,Auction 4. Period DE,,T3PA,EUA,successful,57.1,55.15,120.0,57.01,1796000,1.79,22,102551600,
11/03/2024,2024-03-11,Auction 4. Period CAP3 EU,,T3PA,EUA,successful,54.43,52.88,120.0,54.49,3099500,1.31,25,168705785,3020865
