comercializador,nome,proposta,tipo,segmento,faturacao,pagamento,opcao_horaria_e_ciclo,potencia_kva,preco_potencia_dia,preco_energia_simples,preco_energia_fora_vazio,preco_energia_vazio_bi,preco_energia_ponta,preco_energia_cheias,preco_energia_vazio_tri,tar_incluida_energia,tar_incluida_potencia,financiamento_tse_incluido,custo_regulacao_kwh,regulacao_iva_23,100_Verde,desconto_fatura_mes,desconto_mes_inicio,desconto_meses_limite,desconto_amigo_inicial,desconto_amigo_mes,desconto_amigo_meses,site_adesao,custo_pack_mes,notas,meses_promo,nome_pos_promo,apenas_fase
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,13.8,1.1739,0.1269,,,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,17.25,1.4888,0.1269,,,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Simples,20.7,1.9418,0.1269,,,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,3.45,0.3054,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,4.6,0.4328,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,5.75,0.5275,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,6.9,0.6799,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,10.35,0.8779,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,13.8,1.1739,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,17.25,1.4888,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,20.7,1.9418,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,3.45,0.3054,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,4.6,0.4328,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,5.75,0.5275,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,6.9,0.6799,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
Goldenergy,Goldenergy | ACP + | Campanha Amigo sócio ACP,,Fixo,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,10.35,0.8779,,0.1527,0.0873,,,,True,True,False,,,True,,,,,7.5,4.0,https://descontoluz.acp.pt/,,"Código Amigo sócio ACP: 30€ (15€ na primeira fatura e 5€ nas três faturas seguintes). Nos cálculos apresenta-se como 7,5€ durante 4 meses = 30€. NOTA: Se o código Amigo utilizado não for de sócio ACP, o crédito total é de APENAS 10€. Existe ainda a possibilidade de obter um desconto de 20€ por cada Amigo angariado (que recebe crédito de 10€ ou 30€). A inclusão do Código Amigo depende da opção ""Incluir desconto amigo"" e a do custo da Quota ACP depende da opção ""Incluir Quota ACP"" (ambas em ""Opções Adicionais"").",,,
