comercializador,nome,proposta,tipo,segmento,faturacao,pagamento,opcao_horaria_e_ciclo,potencia_kva,preco_potencia_dia,preco_energia_simples,preco_energia_fora_vazio,preco_energia_vazio_bi,preco_energia_ponta,preco_energia_cheias,preco_energia_vazio_tri,tar_incluida_energia,tar_incluida_potencia,financiamento_tse_incluido,custo_regulacao_kwh,regulacao_iva_23,100_Verde,desconto_fatura_mes,desconto_mes_inicio,desconto_meses_limite,desconto_amigo_inicial,desconto_amigo_mes,desconto_amigo_meses,site_adesao,custo_pack_mes,notas,meses_promo,nome_pos_promo,apenas_fase
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,10.35,0.835548,,0.206584,0.12495,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,13.8,1.081822,,0.206584,0.12495,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,17.25,1.31663,,0.212856,0.130536,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Diário,20.7,1.584954,,0.212856,0.130536,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,3.45,0.351036,,0.206584,0.12495,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,4.6,0.442666,,0.206584,0.12495,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,5.75,0.523614,,0.206584,0.12495,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,6.9,0.606522,,0.206584,0.12495,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,10.35,0.835548,,0.206584,0.12495,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,13.8,1.081822,,0.206584,0.12495,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,17.25,1.31663,,0.212856,0.130536,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Bi-horário - Ciclo Semanal,20.7,1.584954,,0.212856,0.130536,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,3.45,0.321342,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,4.6,0.39543,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,5.75,0.466578,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,6.9,0.558012,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,10.35,0.770084,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,13.8,1.006264,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,17.25,1.224412,,,,0.383964,0.167972,0.130536,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Diário,20.7,1.468726,,,,0.383866,0.167972,0.130536,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,27.6,1.902474,,,,0.371224,0.174636,0.128282,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,34.5,2.371992,,,,0.371224,0.174636,0.128282,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Diário,41.4,2.851898,,,,0.371224,0.174636,0.128282,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,3.45,0.321342,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,4.6,0.39543,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,5.75,0.466578,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,6.9,0.558012,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,10.35,0.770084,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,13.8,1.006264,,,,0.376026,0.161798,0.12495,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,17.25,1.224412,,,,0.383964,0.167972,0.130536,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário - Ciclo Semanal,20.7,1.468726,,,,0.383866,0.167972,0.130536,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,27.6,1.902474,,,,0.371224,0.174636,0.128282,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,34.5,2.371992,,,,0.371224,0.174636,0.128282,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Base (-2%),,Fixo,Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco, Numerário/Payshop/CTT",Tri-horário > 20.7 kVA - Ciclo Semanal,41.4,2.851898,,,,0.371224,0.174636,0.128282,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,12.18,"Pack Base: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Base (9,90 €/mês + IVA = 12,18 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"".",,,
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,1.15,0.142974,0.160638,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,2.3,0.220054,0.161786,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,3.45,0.280778,0.149814,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,4.6,0.355038,0.149814,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,5.75,0.437006,0.149814,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,6.9,0.5097619999999999,0.149814,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,10.35,0.735832,0.149814,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
EDP,EDP | Eletricidade Verde Negócios + Pack Valor (-6%) + C. Ang. 12% (6 meses) | DD + FE,,Fixo,Não Doméstico,Fatura eletrónica,Débito Direto,Simples,13.8,0.977976,0.149814,,,,,,True,True,True,,,True,,,,,,,https://www.edp.pt/empresas/energia/eletricidade-negocios/,14.64,"Pack Valor: desconto de 6% na energia e potência (sem prazo), já refletido nos preços. Fidelização do Pack: 12 meses. A inclusão nos cálculos do custo do Pack Valor (11,90 €/mês + IVA = 14,64 €/mês) depende da opção ""Incluir custo dos Packs"" em ""Opções Adicionais"". Campanha Angariação: 12% válido por 6 meses.",6.0,EDP | Eletricidade Verde Negócios + Pack Valor (-6%),
